Sat May 02 17:06:38 +0000 2015,RT @NBA: It'll be the @ATLHawks moving on to the Eastern Conference Semifinals; host #Wizards Sunday at 1pm EST on ABC. http://t.co/HBBZ8Dl…
Sat May 02 17:00:13 +0000 2015,2014/15 D-League Usage Report :Pacers http://t.co/bGwsJc4JkC #Wizards #NBA
Sat May 02 16:57:09 +0000 2015,Bradley Beal's been working a lot on shooting off the dribble after practice. Has a lot do w/ the more aggressive player we've seen #Wizards
Sat May 02 16:56:08 +0000 2015,#NBA Finally healthy, #Wizards are searching for their best look for prime time http://t.co/tfDd0Ey603
Sat May 02 16:56:05 +0000 2015,#NBA #Raptors trying to focus on #Wizards not just Paul Pierce http://t.co/RlWRLLZdE4
Sat May 02 16:56:01 +0000 2015,#NBA #Raptors trying to focus on #Wizards not just Paul Pierce http://t.co/AhX4NVjFEx
Sat May 02 16:53:13 +0000 2015,RT @WashWizards: Atlanta it is... The #Wizards will take on the #Hawks in the second round!  Game 1 on Sunday at 1pm in ATL #dcRising
Sat May 02 16:52:33 +0000 2015,TIX http://t.co/vCFfWs8E2n 2 #Ticket Atlanta Hawks vs Washington #Wizards Playoffs Home Game 1… http://t.co/LdtNwO7yF1 #Tickets #ForSale
Sat May 02 16:52:24 +0000 2015,Tonight's the fight. Tomorrow is the first game of the #Hawks #Wizards series. Looks like a good weekend.
Sat May 02 16:46:20 +0000 2015,#Wizards Tweets: One last practice before Game 1 tomorrow!… http://t.co/KDG23Y7lUB #NBA http://t.co/ztpVn6h90l http://t.co/0r8EZM3F6W
Sat May 02 16:44:32 +0000 2015,Gli #Hawks affronteranno gli #Wizards, presentiamo la serie. http://t.co/kxIwxgGkEx
Sat May 02 16:44:06 +0000 2015,RT @HoopDistrictDC: #Wizards #Hawks Playoff Schedule. Plan your life accordingly. http://t.co/pECta99lTt
Sat May 02 16:40:23 +0000 2015,Closed for Derby. #wizards #ralphbakshi #tattoo #tattoos #tattooshop #tattooist #tattooartist… https://t.co/xUGWaGTdue
Sat May 02 16:38:47 +0000 2015,http://t.co/dVavLl6NQ9 [True Hoop: Truth About It] - G-Wiz in the Garden of Good and  #Wizards http://t.co/Y369GoLmwY
Sat May 02 16:37:08 +0000 2015,TIX http://t.co/vCFfWs8E2n Atlanta Hawks vs. Washington #Wizards 2 Tix 05/03/15 http://t.co/YHu1JTDUBr #Tickets #ForSale
Sat May 02 16:36:18 +0000 2015,RT @hmerr14: I think the #RoyalBaby should be named Victorie; the only fitting name on #HarryPotterDay #Wizards
